Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
[11u] broken JRT_ENTRY_NO_ASYNC after Backport of JDK-8253795,JDK-8283270,5070430,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,mdoerr,mdoerr,mdoerr,2022-03-16 08:36,2022-03-23 02:13,2023-10-01 09:56,2022-03-17 02:37,11.0.15,11.0.16,,,,,,,,11.0.15,hotspot,,0,17-na,19-na,intermittent,jdk11u-critical-request,jdk11u-critical-yes,openjdk,,,,,,,,,,,,,"""runtime/Thread/StopAtExit.java"" fails intermittently with ""exception oop already set"" since backport of JDK-8253795 (commit https://github.com/openjdk/jdk11u-dev/commit/eb0708f75aa3c196e41014addfaa5667fd940cc2 ).

JRT_ENTRY_NO_ASYNC was changed to use ThreadInVMfromJava (instead of ThreadInVMfromJavaNoAsyncException) which causes async Exceptions (ThreadDeath) to show up at places where we can't handle them (e.g. forward_exception Runtime1 stub).
"," 

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8281830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wd4r:",9223372036854775807,b07,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@762b8a4b,,,,,,,,,"2022-03-16 09:02;mdoerr;Fix Request (11u):
Bug was introduced in 11.0.15. Fix is trivial: Restore behavior of JRT_ENTRY_NO_ASYNC before incorrect JDK-8253795 backport. https://github.com/openjdk/jdk11u/pull/31
Nightly tests have passed.;;;","2022-03-16 09:05;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk11u/pull/31
Date: 2022-03-16 15:59:14 +0000;;;","2022-03-16 09:51;sgehwolf;In later JDKs 'ThreadInVMfromJava __tiv(current, false /* check asyncs */);' is being used. The extra async check argument has been introduced with JDK-8263191 (JDK 17+), thus a 11u specific bug.;;;","2022-03-17 02:37;roboduke;Changeset: 3a0074c0
Author:    Martin Doerr <mdoerr@openjdk.org>
Date:      2022-03-17 09:35:41 +0000
URL:       https://git.openjdk.java.net/jdk11u/commit/3a0074c05f9f6da287db9772fa1fe96ec79cf4a7
;;;","2022-03-23 02:13;roboduke;Changeset: 3a0074c0
Author:    Martin Doerr <mdoerr@openjdk.org>
Date:      2022-03-17 09:35:41 +0000
URL:       https://git.openjdk.java.net/jdk11u-dev/commit/3a0074c05f9f6da287db9772fa1fe96ec79cf4a7
;;;",,,,,,,,,,,,,,,,,,,,,,,,,
Improve definition and use of jdk.javadoc.internal.doclets.toolkit.Content,JDK-8283269,5070428,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,prappo,prappo,prappo,2022-03-16 08:26,2022-04-06 23:59,2023-10-01 09:56,2022-04-01 06:09,19,,,,,,,,,19,tools,,0,noreg-cleanup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8284179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wd4b:",9223372036854775807,b17,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@7900061a,,,,,,,,,"2022-03-25 07:07;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7843
Date: 2022-03-16 16:32:09 +0000;;;","2022-04-01 06:09;dukebot;Changeset: dbfac3c9
Author:    Pavel Rappo <prappo@openjdk.org>
Date:      2022-04-01 13:05:48 +0000
URL:       https://git.openjdk.java.net/jdk/commit/dbfac3c99c749d3dab56559644e6c1bc17160ca8
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcc is not supported on mac,JDK-8283260,5070418,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,ihse,ihse,ihse,2022-03-16 06:12,2022-03-23 17:41,2023-10-01 09:56,2022-03-16 09:10,19,,,,,,,,,19,infrastructure,,0,build-infra,,,,,,,,,,,,,,,,,,Nowadays only clang is available as compiler for macOS. We should remove remnants of the gcc support.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wd23:",9223372036854775807,b15,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@429c566,,,,,,,,,"2022-03-16 06:21;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7841
Date: 2022-03-16 13:14:39 +0000;;;","2022-03-16 09:09;dukebot;Changeset: 9b8afce3
Author:    Magnus Ihse Bursie <ihse@openjdk.org>
Date:      2022-03-16 16:07:32 +0000
URL:       https://git.openjdk.java.net/jdk/commit/9b8afce3791080d664c5051a86592706f5b0ade0
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove redundant class jdk/internal/agent/spi/AgentProvider,JDK-8283254,5070411,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,kevinw,kevinw,kevinw,2022-03-16 03:53,2022-03-23 17:47,2023-10-01 09:56,2022-03-23 04:04,,,,,,,,,,19,core-svc,,0,,,,,,,,,,,,,,,,,,,"There are no uses of jdk/internal/agent/spi/AgentProvider, since the SNMP agent was removed ( 8071367 ).

Remove src/jdk.management.agent/share/classes/jdk/internal/agent/spi/AgentProvider.java
Remove import from src/jdk.management.agent/share/classes/jdk/internal/agent/Agent.java
Remove uses from src/jdk.management.agent/share/classes/module-info.java

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wd0j:",9223372036854775807,b15,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@411d4af6,,,,,,,,,"2022-03-22 14:24;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7912
Date: 2022-03-22 21:19:20 +0000;;;","2022-03-23 04:04;dukebot;Changeset: 61d7d868
Author:    Kevin Walls <kevinw@openjdk.org>
Date:      2022-03-23 11:03:25 +0000
URL:       https://git.openjdk.java.net/jdk/commit/61d7d868db030d878f4a1c4467075e8d4e116a6e
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CompressedClassPointers.java fails on ppc with 'Narrow klass shift: 0' missing,JDK-8283249,5070404,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,stuefe,stuefe,stuefe,2022-03-16 02:21,2023-09-26 07:27,2023-10-01 09:56,2022-03-22 23:48,17,19,,,,,,,,19,hotspot,,0,jdk17u-fix-request,jdk17u-fix-yes,oraclejdk-na,,,,,,,,,,,,,,,,"These tests are highly vulnerable against ASLR. On PPCLE, we apparently don't manage to map the heap into the lower 4G region, therefore CCS does not live there either.

The test requires for ""-UseCompressedOops -Xshare:off"" and a heap size of 128m and a ccs size of 1G ccs to live in the lower 4G. That is an optimistic assumption.

The VM attaches instead CCS to 0x100000000 (4GB) and calculates Narrow Base/Shift as 0/3, which is totally correct.

As a stop-gap measure, the test should be less strict for PPC. 

A future solution would be to revise this test.",,,,,,,,,,,JDK-8284174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8299387,JDK-8241825,,,,,,,,,,,,,,,,,,,ppc,,,,,,,,,,,,,,"0|i2wcyz:",9223372036854775807,b15,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@762b8a4b,,,,,,,,,"2022-03-17 00:15;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7837
Date: 2022-03-16 09:43:16 +0000;;;","2022-03-22 23:48;dukebot;Changeset: 58487ddc
Author:    Thomas Stuefe <stuefe@openjdk.org>
Date:      2022-03-23 06:46:55 +0000
URL:       https://git.openjdk.java.net/jdk/commit/58487ddc170f73123668f29c99097b16ba84aa9b
;;;","2022-03-31 22:50;stuefe;Fix Request 17u:

Work around for sporadic errors on ppc. Low risk, applies cleanly.;;;","2022-03-31 22:56;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk17u-dev/pull/330
Date: 2022-04-01 05:50:38 +0000;;;","2022-12-28 00:18;mbaesken;The test still fails sometimes on Linux ppc64le :

java.lang.RuntimeException: 'Narrow klass shift: 0' missing from stdout/stderr
	at jdk.test.lib.process.OutputAnalyzer.shouldContain(OutputAnalyzer.java:221)
	at CompressedClassPointers.largeHeapAbove32GTest(CompressedClassPointers.java:130)

Looks like largeHeapAbove32GTest() should be adjusted too for ppc64le in the same way 8283249 adjusted two other checks.
https://bugs.openjdk.org/browse/JDK-8299387  opened.;;;","2023-09-26 07:27;goetz;JDK-8241825 introduced the failing subtest in jdk15.;;;",,,,,,,,,,,,,,,,,,,,,,,,
Create a test for JDK-4670319,JDK-8283245,5070395,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,smandalika,smandalika,smandalika,2022-03-16 00:06,2022-08-03 11:45,2023-10-01 09:56,2022-04-11 21:23,11,17,18,19,8,,,,,19,client-libs,,0,colocation,jdk11u-fix-request,jdk11u-fix-yes,jdk17u-fix-request,jdk17u-fix-yes,noreg-self,sqebug,testbug,,,,,,,,,,,"Create a test for JDK-4670319
When a JTree node is expanded or collapsed, an Accessibility PropertyChange event is fired with the old state of ""collapsed"" and new state of ""expanded"" (or vice versa). The problem is that the source of the event is the AccessibeJTree, and not the AccessibleJTreeNode. This means that an assistive technology listening to this event is unable to report to the user what node was expanded/collapsed.
Fix for JDK-4670319 addresses the above issue. 
This review is for a test for validating the above issue. 
This review is for migrating tests from a closed test suite to open.
",,,,,,,,,,,JDK-8289673,JDK-8291780,JDK-8289702,JDK-8291843,JDK-8289668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wcwz:",9223372036854775807,b18,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@4785f47c,,,,,,,,,"2022-03-29 01:09;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8012
Date: 2022-03-29 08:04:42 +0000;;;","2022-04-11 21:23;dukebot;Changeset: 4ce3cf12
Author:    Srinivas Mandalika <smandalika@openjdk.org>
Committer: Sergey Bylokhov <serb@openjdk.org>
Date:      2022-04-12 04:21:48 +0000
URL:       https://git.openjdk.java.net/jdk/commit/4ce3cf12bff025441f658e1857e92486b5d73ee6
;;;","2022-07-31 05:39;goetz;Fix request [11u,17u]

I backport this for parity with 11.0.17/17.0.5-oracle.
No risk, only a test change.
Clean backport.
Test passes.  SAP nighlty testing passed.;;;","2022-08-01 06:29;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk17u-dev/pull/615
Date: 2022-07-31 13:10:21 +0000;;;","2022-08-01 06:30;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk11u-dev/pull/1292
Date: 2022-07-31 12:43:06 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,
compiler/arguments/TestCodeEntryAlignment.java fails with release VMs,JDK-8283229,5070378,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,jiefu,jiefu,jiefu,2022-03-15 16:45,2022-03-23 17:41,2023-10-01 09:56,2022-03-16 17:10,19,,,,,,,,,19,hotspot,,0,noreg-self,oracle-triage-19,tencent-interest,tier6,,,,,,,,,,,,,,,"```
STDERR:
 stdout: [];
 stderr: [Error: VM option 'CodeCacheSegmentSize' is develop and is available only in debug version of VM.
Error: Could not create the Java Virtual Machine.
Error: A fatal exception has occurred. Program will exit.
]
```
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8282355,JDK-8283298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wct7:",9223372036854775807,b15,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2022-03-15 16:59;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7830
Date: 2022-03-15 23:53:23 +0000;;;","2022-03-16 06:31;chagedorn;ILW = Test fails with release build only, single test, no workaround = MLH = P4;;;","2022-03-16 17:10;dukebot;Changeset: 3da5204b
Author:    Jie Fu <jiefu@openjdk.org>
Date:      2022-03-17 00:05:57 +0000
URL:       https://git.openjdk.java.net/jdk/commit/3da5204b3c3a3f95bddcdcfe2628c2e0ed8a12d9
;;;","2022-03-17 06:53;dcubed;The fix for this issue is integrated in jdk-19+14-875.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
ClassLoader.c produces incorrect OutOfMemory Exception when length is 0 (aix),JDK-8283225,5070370,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,tsteele,tsteele,tsteele,2022-03-15 14:44,2022-03-23 17:42,2023-10-01 09:56,2022-03-18 00:03,,,,,,,,,,19,core-libs,,0,,,,,,,,,,,,,,,,,,,"I see NullClassBytesTest.java failing on AIX due to an java.lang.OutOfMemoryError. This failure occurs when the test's custom classloader tries to call defineClass with a 0 length byte array.

While investigating the issue, I discovered that the defineClass procedures implemented in ClassLoader.c throw OutOfMemoryErrors whenever malloc returns NULL. However, (from malloc's man page) ""If size is 0, then malloc() returns either NULL, or a unique pointer value that can later be successfully passed to free()"". On AIX, malloc returns NULL when size is 0, while on other platforms (I checked Linux/x86) it returns a valid memory address. So the OutOfMemoryError thrown on AIX is inaccurate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ppc,,,,,,,,,aix,,,,,"0|i2wcrf:",9223372036854775807,b15,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@5ae6d091,,,,,,,,,"2022-03-15 16:03;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7829
Date: 2022-03-15 22:58:48 +0000;;;","2022-03-18 00:03;dukebot;Changeset: cab4ff64
Author:    Tyler Steele <tyler.steele@ibm.com>
Committer: Thomas Stuefe <stuefe@openjdk.org>
Date:      2022-03-18 07:02:26 +0000
URL:       https://git.openjdk.java.net/jdk/commit/cab4ff64541393a974ea91e35167668ef0036804
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove THREAD_NOT_ALIVE from possible JDWP error codes,JDK-8283224,5070369,Bug,Resolved,JDK,JDK,software,duke,,,P5,Fixed,cjplummer,cjplummer,cjplummer,2022-03-15 14:33,2022-09-12 16:41,2023-10-01 09:56,2022-09-07 12:48,19,,,,,,,,,20,core-svc,,0,,,,,,,,,,,,,,,,,,,"THREAD_NOT_ALIVE originates from JVMTI. However, the debug agent converts it to INVALID_THREAD before passing it on to the debug agent client (the debugger, usually JDI). Currently ThreadReference.forceEarlyReturn() is the only API that even bothers to check for it, and it throws com.sun.jdi.IllegalThreadStateException, which is the same thing it already does for INVALID_THREAD.

In the JDWP spec, THREAD_NOT_ALIVE should be changed to ""Not used"".

For the following part of the JDWP spec for ThreadReference.ForceEarlyReturn, the THREAD_NOT_ALIVE entry should be removed. [UPDATE: It looks like this was already done by Loom.]

In the JDI ThreadReference.forceEarlyReturn implementation, the code that checks for THREAD_NOT_ALIVE should be removed. There is no behavior change associated with these changes, and there is no JDI spec update necessary. The spec already says IllegalThreadStateException means ""the thread is not suspended"", and not being alive implies not suspended.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8283284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wcr7:",9223372036854775807,b14,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@3397f701,,,,,,,,,"2022-09-06 19:10;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk/pull/10189
Date: 2022-09-07 02:04:13 +0000;;;","2022-09-07 12:48;dukebot;Changeset: aff9a696
Author:    Chris Plummer <cjplummer@openjdk.org>
Date:      2022-09-07 19:46:19 +0000
URL:       https://git.openjdk.org/jdk/commit/aff9a696cb0b281a736e66007a4087923d7abab2
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update GStreamer to 1.20.1,JDK-8283218,5070362,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,almatvee,vdyakov,vdyakov,2022-03-15 12:46,2022-07-07 12:02,2023-10-01 09:56,2022-04-21 13:33,8u341,jfx19,,,,,,,,jfx19,javafx,,0,3rdparty,sn_114,sn_115,sn_116,,,,,,,,,,,,,,,"We currently use GStreamer version 1.18.4. We should update to the latest stable release, which is version 1.20.1 (released Mar 14, 2022)
",,,,,,,,,,,JDK-8286641,JDK-8286008,JDK-8285402,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8275178,,,,JDK-8269147,,,,,,,,,,,,JDK-8283403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wcpn:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@712e7ab7,,,,,,,,,"2022-04-07 23:54;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jfx/pull/768
Date: 2022-04-08 06:49:59 +0000;;;","2022-04-21 13:33;dukebot;Changeset: c4b1a72c
Author:    Alexander Matveev <almatvee@openjdk.org>
Date:      2022-04-21 20:29:05 +0000
URL:       https://git.openjdk.java.net/jfx/commit/c4b1a72cc4d9253d1320d83281d50fb1f3bb6145
;;;","2022-04-30 06:41;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jfx11u/pull/94
Date: 2022-04-30 13:37:08 +0000;;;","2022-05-09 14:12;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jfx17u/pull/54
Date: 2022-05-09 21:07:39 +0000;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
Leak FcObjectSet in getFontConfigLocations() in fontpath.c,JDK-8283217,5070361,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,zgu,zgu,zgu,2022-03-15 12:17,2022-04-22 06:32,2023-10-01 09:56,2022-03-21 05:28,11,17,18,19,,,,,,19,client-libs,,0,jdk11u-fix-request,jdk11u-fix-yes,jdk17u-fix-request,jdk17u-fix-yes,jdk18u-fix-request,jdk18u-fix-SQE-OK-next,jdk18u-fix-yes,noreg-other,redhat-interest,,,,,,,,,,"The method does not import FcObjectSetDestroy method, so FcObjectSet is not destroyed.
",,,,,,,,,,,JDK-8284626,JDK-8284627,JDK-8285474,JDK-8284628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wcpf:",9223372036854775807,b15,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@4b09ce31,,,,,,,,,"2022-03-15 12:30;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/7826
Date: 2022-03-15 19:26:19 +0000;;;","2022-03-21 05:28;dukebot;Changeset: 909986c7
Author:    Zhengyu Gu <zgu@openjdk.org>
Date:      2022-03-21 12:26:58 +0000
URL:       https://git.openjdk.java.net/jdk/commit/909986c7e110c8ac3ba16750be7707b1ec344ee5
;;;","2022-04-05 12:28;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk18u/pull/91
Date: 2022-04-05 19:22:39 +0000;;;","2022-04-05 12:29;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk11u-dev/pull/1005
Date: 2022-04-05 19:23:56 +0000;;;","2022-04-05 12:30;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk17u-dev/pull/336
Date: 2022-04-05 19:23:18 +0000;;;","2022-04-05 12:34;zgu;Fix Request (18u)

A clean and low risk backport to fix memory leak.;;;","2022-04-05 12:34;zgu;Fix Request (17u)

A clean and low risk backport to fix memory leak.;;;","2022-04-05 12:34;zgu;Fix Request (11u)

A clean and low risk backport to fix memory leak.;;;",,,,,,,,,,,,,,,,,,,,,,
[macos] Screen Magnifier: Getting java.awt.IllegalComponentStateException when menu item is selected ,JDK-8283215,5070351,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,kizune,landrews,landrews,2022-03-15 11:36,2022-04-07 00:00,2023-10-01 09:56,2022-04-04 14:26,18,19,,,,,,,,19,client-libs,,0,17-na,a11y,accessibility,macos,noreg-hard,sn_115,vpat,,,,,,,,,,,,"I have enabled Screen Magnifier on Mac OS ( Accessibility -> Zoom ) and Selecting the menu item throws the following exception

JDK 18 B35 exception
-------------------------------
java.awt.IllegalComponentStateException: component must be showing on the screen to determine its location
	at java.desktop/java.awt.Component.getLocationOnScreen_NoTreeLock(Component.java:2114)
	at java.desktop/java.awt.Component.getLocationOnScreen(Component.java:2088)
	at java.desktop/sun.lwawt.macosx.CAccessibility$23.call(CAccessibility.java:472)
	at java.desktop/sun.lwawt.macosx.CAccessibility$23.call(CAccessibility.java:470)
	at java.desktop/sun.lwawt.macosx.LWCToolkit$CallableWrapper.run(LWCToolkit.java:698)
	at java.desktop/java.awt.event.InvocationEvent.dispatch(InvocationEvent.java:308)
	at java.desktop/java.awt.EventQueue.dispatchEventImpl(EventQueue.java:773)
	at java.desktop/java.awt.EventQueue$4.run(EventQueue.java:720)
	at java.desktop/java.awt.EventQueue$4.run(EventQueue.java:714)
	at java.base/java.security.AccessController.doPrivileged(AccessController.java:399)
	at java.base/java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:86)
	at java.base/java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:97)
	at java.desktop/java.awt.EventQueue$5.run(EventQueue.java:747)
	at java.desktop/java.awt.EventQueue$5.run(EventQueue.java:745)
	at java.base/java.security.AccessController.doPrivileged(AccessController.java:399)
	at java.base/java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:86)
	at java.desktop/java.awt.EventQueue.dispatchEvent(EventQueue.java:744)
	at java.desktop/java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:203)
	at java.desktop/java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:124)
	at java.desktop/java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:113)
	at java.desktop/java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:109)
	at java.desktop/java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101)
	at java.desktop/java.awt.EventDispatchThread.run(EventDispatchThread.java:90)


Step to Reproduce
---------------------------
1) Enable Screen magnifier on theMac
System Preference -> Accessibility -> Zoom -> Select ( Enable Hover Text)
2) Run the SwingSet2 Code by passing the following option
 -Djavax.accessibility.screen_magnifier_present=true 
3) Press ""CMD"" button and move the mouse pointer on different swing component on SwingSet2.
4) Click on ""Options"" menu and select the first menu item. If you see the exception then the bug is reproduced.

I have attached the screen recording for more information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2022-03-15 11:35;landrews;ScreenMagnifierMenuException.mov;https://bugs.openjdk.org/secure/attachment/98289/ScreenMagnifierMenuException.mov",,,,,,,,,,,,,,,,,,,,,,,os_x,,,,,"0|i2wcn7:",9223372036854775807,b17,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@4785f47c,,,,,,,,,"2022-03-22 09:22;kizune;Not reproducible on jdk8.;;;","2022-03-28 15:28;kizune;The reason this exception happens is that when menu is being clicked when magnifier is present the magnifier tries to execute the hitTest on the menu item to understand which component is there to grab the accessibility information and it asks cached component (JMenuItem) to perform the test. But both item and its parent component (popup) are not visible anymore so hitTest gets IllegalComponentStateException instead. The idea of the fix is to check for the parent component visibility status before asking it for the location on screen.;;;","2022-03-28 15:37;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8008
Date: 2022-03-28 22:31:31 +0000;;;","2022-04-04 14:26;dukebot;Changeset: 9440b391
Author:    Alexander Zuev <kizune@openjdk.org>
Date:      2022-04-04 21:22:44 +0000
URL:       https://git.openjdk.java.net/jdk/commit/9440b391933afa672cbb625df010805d4a5ea504
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
